raman_shift_cm-1,gini_importance
1485.0,0.05087389639382957
1512.0,0.04423706020273515
1509.0,0.04356320909388305
1728.0,0.042798438001899
1737.0,0.039699170931520505
1488.0,0.035674896746546315
1707.0,0.03434818481544375
1131.0,0.03327232793923739
1491.0,0.03231277477712789
1107.0,0.030840212652714222
1128.0,0.0290920827382679
1731.0,0.02717701398450138
648.0,0.026732533427446286
1734.0,0.02658402757798561
1134.0,0.023416192288932814
1518.0,0.022984390499116172
1515.0,0.022317662165324832
651.0,0.019216524869805615
1722.0,0.017982589737710532
1704.0,0.017146444511920093
1035.0,0.01623995425596928
1788.0,0.016167942299109245
1758.0,0.015641494233038948
1725.0,0.01552662694104851
1110.0,0.015204261135437349
1794.0,0.01425163795625221
1779.0,0.013962672149045093
1755.0,0.011245171821053898
1776.0,0.010544235118904092
1179.0,0.007599999236946075
1743.0,0.007549873905475202
1524.0,0.0069630559361113144
978.0,0.0067667726327726024
1752.0,0.006613041563132395
1785.0,0.006535972050550637
1782.0,0.0064121697668905
1740.0,0.0063011557961805496
1125.0,0.00579535349791131
1797.0,0.005173820169215752
1701.0,0.004841674267761219
1749.0,0.004790460681561506
1011.0,0.0047288344249882056
1746.0,0.004602557957479531
1773.0,0.004489911538786078
654.0,0.004428234665224319
1710.0,0.0041188979562619115
1176.0,0.00404403220410805
1791.0,0.003981241584371971
861.0,0.003963466675412372
1416.0,0.003899767861764699
1104.0,0.0037948023448020674
864.0,0.003697210103752917
1371.0,0.0034684777103715938
1647.0,0.0034547468820389855
996.0,0.003419733362751998
1137.0,0.00341310795376813
981.0,0.0034091574209042835
1653.0,0.0031902282045647664
1503.0,0.0030980895115096867
1182.0,0.0029114542155467466
1635.0,0.0026650662538849207
1629.0,0.002555756486821824
1482.0,0.0024817173877899144
867.0,0.002467041489448563
1365.0,0.002457487627447048
1644.0,0.0024472683049001033
858.0,0.002397705792209609
1494.0,0.0022615430727816917
1527.0,0.0022506250687496657
1641.0,0.002218169940665054
1212.0,0.002187695174205331
1587.0,0.002037142354024351
1506.0,0.002009054318630927
1719.0,0.001888861643579439
987.0,0.0018866659886673223
972.0,0.0018185192256044422
1521.0,0.001793272995583674
1368.0,0.0017282068241740239
1101.0,0.0016368120780288437
1092.0,0.0016040035950880007
1800.0,0.0015771546919030929
1623.0,0.0015684487368047332
1026.0,0.0015401686237913807
1038.0,0.0014799011716699938
1638.0,0.0014615384615384618
747.0,0.0014240157112129408
1386.0,0.001382208844092544
855.0,0.001374258557306781
1656.0,0.001368078361668909
1389.0,0.0013070589527041819
645.0,0.0012632859277677464
1425.0,0.0012293109984347998
984.0,0.0012074910890653315
1173.0,0.0011995655961026836
1770.0,0.001156882048936852
1584.0,0.0010084552745533116
870.0,0.0009210302750792864
1377.0,0.0008833140729327114
876.0,0.0008266890279486916
1581.0,0.0008031978507494815
975.0,0.0007855922817267572
1023.0,0.0007609639000138491
1140.0,0.0007573442258246905
1008.0,0.0007566749587443433
1122.0,0.0007021133791018096
1464.0,0.0006441627016845833
1575.0,0.0006067683998699814
1362.0,0.0006017124149230171
1428.0,0.0006009966051085737
1467.0,0.0005915104729930188
1431.0,0.0005742633756826048
936.0,0.0005626351525056219
1566.0,0.0005523237404217309
1596.0,0.0005495472764582127
1554.0,0.0005205401004581396
657.0,0.0005196833284380393
933.0,0.0005173847202943752
1086.0,0.0005152960193978522
930.0,0.0004925800783550891
1578.0,0.0004921787932812657
717.0,0.00047636332209835
1548.0,0.00045824706694271646
873.0,0.000450274840967959
1419.0,0.0004325030992794341
789.0,0.000403600497299858
1350.0,0.0003928993785568448
1044.0,0.00039257359547797505
1413.0,0.00038850233672523584
639.0,0.0003861389281750329
1422.0,0.00037951933124347583
969.0,0.00037829893683552165
816.0,0.00036395436176487207
708.0,0.0003608959885885422
1632.0,0.0003588899439989708
1383.0,0.00035707927162475464
882.0,0.0003511485321195167
1551.0,0.0003346819095716648
1161.0,0.00033271400382676796
1590.0,0.0003279734200432088
1545.0,0.00031841689057307044
1689.0,0.00031756231904526755
1461.0,0.00030776387402893306
1329.0,0.00030752089136489735
666.0,0.00030559882175298827
1311.0,0.0003035838250607434
1209.0,0.00029962546816479624
765.0,0.00029865797065095894
669.0,0.0002885292047853599
1284.0,0.00028478057889822525
1398.0,0.00027742210840802424
759.0,0.00026796723813602433
1650.0,0.00026600985221675094
1683.0,0.00026141600335148456
792.0,0.00026115050868414546
1047.0,0.0002607213709366302
1152.0,0.0002531682554718833
924.0,0.000252846317151015
1149.0,0.0002455631191202953
897.0,0.00023858716618800857
1317.0,0.0002383873794916755
1500.0,0.00021583576151891322
714.0,0.00020909090909091154
1239.0,0.0002063758389261801
1017.0,0.00020512820512820558
1437.0,0.00020512820512820512
1443.0,0.00019999999999999939
756.0,0.00019847328244275057
843.0,0.00019672131147540676
1197.0,0.00019372063166827705
1695.0,0.00019017763845349505
1557.0,0.0001898291912348656
1269.0,0.00018860786547201142
1713.0,0.0001860465116279092
1098.0,0.00018573237653018434
1170.0,0.00018561484918793478
1230.0,0.00018403368499037156
1353.0,0.00018275058275058094
1692.0,0.00017377049180327666
1470.0,0.0001700735895339346
837.0,0.00016438356164383568
993.0,0.00016118182417727066
1074.0,0.00016051184195757095
1473.0,0.0001603017427090006
927.0,0.00014822056336412565
1374.0,0.00014789915966386446
726.0,0.0001452089489236021
786.0,0.00014421949751291418
1296.0,0.00014285714285714333
1287.0,0.00013574920908829987
1440.0,0.00013004719454641386
690.0,0.00012966273272444222
729.0,0.00012903225806451188
1626.0,0.0001268817204301155
777.0,0.0001240981240981314
1119.0,0.00012298387096774078
711.0,0.00011817389003753182
723.0,0.0001175930179145623
885.0,0.00011594202898550397
1308.0,0.0001142857142857259
1686.0,0.0001141253507951362
891.0,0.00011400966183575039
1194.0,0.0001111111111111142
1764.0,0.00011106135244066674
1572.0,0.00011090225563910684
720.0,0.0001079069767441859
1332.0,0.00010773751224289818
852.0,0.00010526315789473724
615.0,0.00010247349823321702
948.0,0.00010000000000000492
693.0,9.991235758106965e-05
705.0,9.966459032104122e-05
1071.0,9.937888198757852e-05
1155.0,9.75609756097561e-05
1359.0,9.506726457398517e-05
1020.0,9.37500000000002e-05
1593.0,9.195402298850579e-05
1716.0,8.507089241034134e-05
903.0,8.159866777685238e-05
642.0,7.993197278911574e-05
1767.0,7.692307692307501e-05
1293.0,7.13982150446212e-05
921.0,7.017543859649231e-05
1041.0,7.014542343883812e-05
1563.0,6.779661016949138e-05
603.0,6.779661016948936e-05
1266.0,6.779661016948778e-05
783.0,6.666666666666682e-05
771.0,6.66374397194264e-05
1263.0,6.557377049180098e-05
840.0,6.557377049179748e-05
1113.0,6.554472984942593e-05
600.0,6.448723690102879e-05
1242.0,6.442444339176534e-05
1347.0,6.374501992031854e-05
1299.0,6.349206349206936e-05
1077.0,6.346328195829514e-05
915.0,6.340057636887722e-05
1224.0,6.15384615384621e-05
1233.0,6.144697720515807e-05
768.0,6.060606060606057e-05
1080.0,6.057737813535256e-05
801.0,6.0150375939849534e-05
795.0,5.882352941176442e-05
1434.0,5.797101449275363e-05
1302.0,5.7803468208093304e-05
1392.0,5.714285714285738e-05
1476.0,5.6338028169014317e-05
1395.0,5.600000000000015e-05
909.0,5.574912891986017e-05
888.0,5.228758169934915e-05
618.0,5.228758169934833e-05
1089.0,1.1147086812737154e-17
696.0,8.887477648409566e-18
684.0,8.632337912688827e-18
1002.0,8.196617987518283e-18
966.0,7.54951656745104e-18
1062.0,7.422633936065312e-18
957.0,6.758126821692609e-18
762.0,6.715781776843122e-18
1215.0,6.278927994824483e-18
834.0,5.329070518200739e-18
1305.0,4.440892098500618e-18
942.0,4.4408920985006155e-18
813.0,4.2188474935755855e-18
1050.0,3.774758283725528e-18
1167.0,3.774758283725526e-18
1404.0,3.5811809358421705e-18
1323.0,3.545186743040324e-18
1278.0,3.3306690738754656e-18
1530.0,2.664535259100375e-18
753.0,2.5447431277038392e-18
633.0,2.4313884239290904e-18
1248.0,2.2509664659890397e-18
849.0,1.9984014443252778e-18
1665.0,1.958538178587044e-18
1674.0,1.9321158487599064e-18
738.0,1.869971463776311e-18
744.0,1.8271098919545403e-18
1206.0,1.759786346495398e-18
1458.0,1.6889950276264693e-18
1569.0,1.68753899743024e-18
663.0,1.6875389974302368e-18
1191.0,1.5543122344752176e-18
1410.0,1.510986457904484e-18
1116.0,1.2453806102316974e-18
1539.0,1.110223024625156e-18
1560.0,1.1102230246251554e-18
1158.0,1.1102230246251552e-18
798.0,1.110223024625155e-18
846.0,1.1102230246251537e-18
1065.0,1.0920226471722862e-18
945.0,1.0917193075480715e-18
1617.0,1.0888725818439023e-18
1659.0,9.973189882225964e-19
1245.0,8.723180907769074e-19
621.0,8.679925465251222e-19
627.0,8.659739592076227e-19
1479.0,8.654046140667857e-19
939.0,8.608498529401216e-19
1005.0,8.444975138132348e-19
1053.0,8.430168051390992e-19
750.0,8.289665250534517e-19
1236.0,8.289665250534516e-19
912.0,8.25850109545732e-19
1344.0,7.423580821374187e-19
687.0,7.401486830834365e-19
1677.0,6.661338147750937e-19
699.0,6.661338147750924e-19
810.0,6.106226635438355e-19
1218.0,5.868321701590114e-19
954.0,5.762586175435334e-19
828.0,5.758105856530457e-19
1671.0,5.551115123125784e-19
1455.0,3.931281529820229e-19
1602.0,3.5868743872505e-19
780.0,3.3482916615679245e-19
1608.0,2.4223047810003387e-19
1059.0,1.2688263138573204e-19
1188.0,1.0831444142684447e-19
1095.0,9.251858538542951e-20
1668.0,8.665155314147587e-20
609.0,8.665155314147582e-20
990.0,7.50573312422642e-20
1446.0,2.0816681711721704e-20
1281.0,0.0
606.0,0.0
612.0,0.0
624.0,0.0
630.0,0.0
1290.0,0.0
1761.0,0.0
1257.0,0.0
1275.0,0.0
636.0,0.0
1227.0,0.0
1314.0,0.0
1320.0,0.0
1185.0,0.0
1356.0,0.0
1338.0,0.0
1341.0,0.0
1335.0,0.0
1260.0,0.0
1272.0,0.0
1326.0,0.0
1251.0,0.0
1254.0,0.0
999.0,0.0
1533.0,0.0
951.0,0.0
1032.0,0.0
960.0,0.0
1029.0,0.0
1143.0,0.0
1407.0,0.0
1380.0,0.0
1146.0,0.0
1203.0,0.0
1200.0,0.0
1221.0,0.0
1401.0,0.0
1083.0,0.0
1497.0,0.0
1068.0,0.0
1056.0,0.0
1014.0,0.0
1164.0,0.0
1452.0,0.0
1449.0,0.0
1542.0,0.0
1536.0,0.0
963.0,0.0
819.0,0.0
807.0,0.0
1614.0,0.0
1611.0,0.0
804.0,0.0
1620.0,0.0
894.0,0.0
900.0,0.0
906.0,0.0
918.0,0.0
879.0,0.0
1599.0,0.0
1605.0,0.0
831.0,0.0
825.0,0.0
822.0,0.0
774.0,0.0
1698.0,0.0
1680.0,0.0
1662.0,0.0
702.0,0.0
660.0,0.0
741.0,0.0
732.0,0.0
735.0,0.0
678.0,0.0
675.0,0.0
672.0,0.0
681.0,0.0
